epoch,timestamp,train_loss_epoch,train_accuracy_epoch
44,2026-03-23T21:40:44.621215,0.37811444422783014,0.8441102305475504
45,2026-03-23T21:43:49.680019,0.3710189321768129,0.840778097982709
46,2026-03-23T21:46:54.764991,0.36783237305472494,0.8431195965417867
47,2026-03-23T21:49:59.849256,0.362620551552441,0.84789265129683
48,2026-03-23T21:53:04.952238,0.3563104196953499,0.8475324207492796
49,2026-03-23T21:56:49.249523,0.35833151362600174,0.8524855907780979
50,2026-03-23T21:59:14.627715,0.348112790681615,0.8557276657060519
51,2026-03-23T22:02:19.470688,0.3493602557982766,0.8532961095100865
52,2026-03-23T22:05:24.228879,0.345622496394929,0.8535662824207493
53,2026-03-23T22:08:29.243256,0.33398829720463463,0.860500720461095
54,2026-03-23T22:11:34.096220,0.33394894803678266,0.8614913544668588
55,2026-03-23T22:14:38.596255,0.3363877532075049,0.8565381844380403
56,2026-03-23T22:17:43.735094,0.3400928285778084,0.8571685878962536
57,2026-03-23T22:20:48.021552,0.32299844999005883,0.8669848703170029
58,2026-03-23T22:23:52.080147,0.317356140886887,0.8701368876080692
59,2026-03-23T22:26:56.628628,0.31284870200331516,0.8722082132564841
60,2026-03-23T22:30:00.805250,0.3143062104366355,0.8721181556195965
60,2026-03-23T22:30:09.803541,0.3750766488008721,0.8495639534883721,0.82911751486889,0.85189426653397,0.82911751486889,0.8381147516102293
61,2026-03-23T22:33:18.168045,0.3082372084963176,0.8743695965417867
62,2026-03-23T22:36:22.379971,0.3008453816561946,0.8767110951008645
63,2026-03-23T22:39:26.865828,0.3026245696153438,0.8769812680115274
64,2026-03-23T22:42:30.428155,0.2935980340353178,0.8817543227665706
65,2026-03-23T22:45:34.613942,0.3096472602713349,0.8709474063400576
66,2026-03-23T22:48:38.634276,0.2879167300909328,0.8809438040345822
67,2026-03-23T22:51:42.624663,0.28689305722627584,0.8836455331412104
68,2026-03-23T22:54:46.463172,0.2725930654736348,0.8870677233429395
69,2026-03-23T22:57:50.792477,0.28082635445836984,0.8854466858789626
70,2026-03-23T23:00:54.879147,0.2746596015045038,0.8896793948126801
71,2026-03-23T23:03:58.300918,0.27463975722125866,0.8885086455331412
72,2026-03-23T23:07:02.178223,0.26811938207618013,0.8910302593659942
73,2026-03-23T23:10:06.644868,0.26565242335415024,0.8919308357348703
74,2026-03-23T23:13:10.276170,0.26826035883277655,0.8945425072046109
75,2026-03-23T23:16:14.438175,0.2827316743646472,0.8859870317002881
76,2026-03-23T23:19:57.513378,0.26220646585936336,0.8938220461095101
77,2026-03-23T23:22:22.442886,0.252800260820783,0.8978746397694525
78,2026-03-23T23:25:26.617167,0.2472946022473469,0.9015670028818443
79,2026-03-23T23:28:30.385465,0.24802614871938566,0.9008465417867435
80,2026-03-23T23:32:13.570686,0.24155927009569209,0.9061599423631124
80,2026-03-23T23:31:43.413129,0.36492494095203487,0.8521075581395349,0.8398317743203338,0.842689727880071,0.8398317743203338,0.840304908494172
81,2026-03-23T23:34:52.335529,0.24683325938472486,0.9013868876080692
82,2026-03-23T23:37:56.662322,0.25594577041886724,0.8953530259365994
83,2026-03-23T23:41:39.496394,0.24047327125901277,0.9039985590778098
84,2026-03-23T23:44:03.818842,0.24618287780657624,0.9003061959654178
85,2026-03-23T23:47:07.685309,0.23202631708975313,0.9045389048991355
86,2026-03-23T23:50:11.781408,0.22791373902013906,0.908321325648415
87,2026-03-23T23:53:15.386185,0.23679704221518394,0.9077809798270894
88,2026-03-23T23:56:19.402214,0.2202820839999131,0.9137247838616714
89,2026-03-23T23:59:23.293890,0.22173437722542616,0.9123739193083573
90,2026-03-24T00:02:27.381855,0.2126100845312866,0.9179574927953891
91,2026-03-24T00:05:31.469103,0.21562492474376813,0.9138148414985591
92,2026-03-24T00:08:35.565607,0.2192946503513227,0.9114733429394812
93,2026-03-24T00:11:39.392766,0.238972312950607,0.904178674351585
94,2026-03-24T00:15:22.796267,0.21825552386599417,0.9147154178674352
95,2026-03-24T00:17:48.071393,0.21017256806408638,0.9165165706051873
96,2026-03-24T00:20:52.149999,0.20752684548711914,0.9160662824207493
97,2026-03-24T00:23:56.052785,0.19509779488377982,0.9272334293948127
98,2026-03-24T00:27:38.890117,0.19187983134036793,0.9244416426512968
99,2026-03-24T00:30:03.920618,0.18879818886395017,0.926242795389049
34600,2026-03-24T00:30:12.909902,0.3808196311773256,0.862281976744186,0.8481258685513086,0.852731290311059,0.8481258685513086,0.8503269207876328
