epoch,accuracy,loss,lr,top1,val_accuracy,val_loss,val_top1
0,0.4456286132335663,2.8178787231445312,0.01,0.4456286132335663,0.38481104373931885,2.815633773803711,0.38481104373931885
1,0.46957072615623474,2.7852089405059814,0.01,0.46957072615623474,0.4727470874786377,2.7692034244537354,0.4727470874786377
2,0.47880819439888,2.754932165145874,0.01,0.47880819439888,0.5069040656089783,2.731520891189575,0.5069040656089783
3,0.4928455054759979,2.723890781402588,0.01,0.4928455054759979,0.5490552186965942,2.693284511566162,0.5490552186965942
4,0.5007244944572449,2.6919124126434326,0.01,0.5007244944572449,0.5388808250427246,2.6599390506744385,0.5388808250427246
5,0.5104147791862488,2.656428337097168,0.01,0.5104147791862488,0.5406976938247681,2.6139659881591797,0.5406976938247681
6,0.5220974683761597,2.6261816024780273,0.01,0.5220974683761597,0.5679506063461304,2.5757248401641846,0.5679506063461304
7,0.5123165845870972,2.6107594966888428,0.01,0.5123165845870972,0.5737645626068115,2.548596143722534,0.5737645626068115
8,0.5172070264816284,2.5747432708740234,0.01,0.5172070264816284,0.582848846912384,2.5343427658081055,0.582848846912384
9,0.5441948771476746,2.5250256061553955,0.01,0.5441948771476746,0.5668604373931885,2.4795992374420166,0.5668604373931885
10,0.5685564279556274,2.473219633102417,0.01,0.5685564279556274,0.5897529125213623,2.4113211631774902,0.5897529125213623
11,0.5711827278137207,2.4489991664886475,0.01,0.5711827278137207,0.5879360437393188,2.4318861961364746,0.5879360437393188
12,0.586759626865387,2.40734601020813,0.01,0.586759626865387,0.6428052186965942,2.313180923461914,0.6428052186965942
13,0.6027893424034119,2.3637120723724365,0.01,0.6027893424034119,0.6471657156944275,2.3321120738983154,0.6471657156944275
14,0.6003441214561462,2.3288755416870117,0.01,0.6003441214561462,0.648982584476471,2.243053913116455,0.648982584476471
15,0.6088570952415466,2.295760154724121,0.01,0.6088570952415466,0.6722383499145508,2.199687957763672,0.6722383499145508
16,0.6180039644241333,2.26021409034729,0.01,0.6180039644241333,0.6155523061752319,2.2362022399902344,0.6155523061752319
17,0.6277848482131958,2.2158730030059814,0.01,0.6277848482131958,0.6780523061752319,2.1272544860839844,0.6780523061752319
18,0.6203586459159851,2.2091195583343506,0.01,0.6203586459159851,0.6776889562606812,2.0996408462524414,0.6776889562606812
19,0.6351204514503479,2.162778377532959,0.01,0.6351204514503479,0.6700581312179565,2.101741313934326,0.6700581312179565
20,0.6370222568511963,2.1384918689727783,0.01,0.6370222568511963,0.6547965407371521,2.079770565032959,0.6547965407371521
21,0.6416410207748413,2.108869791030884,0.01,0.6416410207748413,0.6311773061752319,2.0816144943237305,0.6311773061752319
22,0.6482521295547485,2.0872607231140137,0.01,0.6482521295547485,0.6925871968269348,1.9983317852020264,0.6925871968269348
23,0.644448459148407,2.0649406909942627,0.01,0.644448459148407,0.6355378031730652,2.046370506286621,0.6355378031730652
24,0.648795485496521,2.041253089904785,0.01,0.648795485496521,0.6951308250427246,1.9564522504806519,0.6951308250427246
25,0.6737003922462463,1.9944652318954468,0.01,0.6737003922462463,0.7180232405662537,1.9189786911010742,0.7180232405662537
26,0.6656402945518494,1.9780672788619995,0.01,0.6656402945518494,0.7162063717842102,1.8995352983474731,0.7162063717842102
27,0.6758739352226257,1.9446167945861816,0.01,0.6758739352226257,0.7249273061752319,1.863121747970581,0.7249273061752319
