epoch,accuracy,loss,lr,top1,top5,val_accuracy,val_loss,val_top1,val_top5
0,0.43511244654655457,2.7220895290374756,0.1,0.43511244654655457,1.0,0.0,2.6492807865142822,0.0,1.0
1,0.44116318225860596,2.497840404510498,0.1,0.44116318225860596,1.0,0.0,2.524367332458496,0.0,1.0
2,0.44387248158454895,2.304903745651245,0.1,0.44387248158454895,1.0,0.0,2.161412477493286,0.0,1.0
3,0.4365573823451996,2.1393420696258545,0.1,0.4365573823451996,1.0,0.0,2.0550222396850586,0.0,1.0
4,0.44044071435928345,1.9933842420578003,0.1,0.44044071435928345,1.0,0.0,2.059600591659546,0.0,1.0
