epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.638251781463623,0.7927745580673218,0.01,0.4535598158836365,10.834575653076172
1,0.7216001152992249,0.6393476128578186,0.01,0.6255872845649719,1.0937793254852295
2,0.7579013705253601,0.5600407123565674,0.01,0.6129382252693176,1.4244588613510132
3,0.7845403552055359,0.5058549046516418,0.01,0.7802674174308777,0.5325624942779541
4,0.8109987378120422,0.45112329721450806,0.01,0.7755692005157471,0.5258610248565674
5,0.8215640187263489,0.4263237714767456,0.01,0.8070111870765686,0.46246233582496643
6,0.841791570186615,0.38653063774108887,0.01,0.7618359327316284,0.535252571105957
7,0.8485642075538635,0.35882002115249634,0.01,0.688471257686615,0.6658185720443726
8,0.865811824798584,0.333123117685318,0.01,0.7585833072662354,0.6124337911605835
9,0.869965672492981,0.3142077326774597,0.01,0.6859414577484131,1.4468556642532349
10,0.8829691410064697,0.2842162847518921,0.01,0.7687025666236877,0.6101452112197876
11,0.8860393762588501,0.28640273213386536,0.01,0.84134441614151,0.39119860529899597
12,0.8996748924255371,0.25414273142814636,0.01,0.805565595626831,0.5506585836410522
13,0.9077117443084717,0.23742151260375977,0.01,0.7603903412818909,0.7242531180381775
14,0.9075311422348022,0.23729020357131958,0.01,0.8200216889381409,0.5622795820236206
15,0.9150261878967285,0.22213807702064514,0.01,0.8633899688720703,0.37477102875709534
16,0.9237854480743408,0.19601866602897644,0.01,0.8666425943374634,0.39788728952407837
17,0.9290229082107544,0.18252798914909363,0.01,0.6834116578102112,1.1528233289718628
18,0.9388658404350281,0.16092364490032196,0.01,0.8926635384559631,0.3655022978782654
19,0.9323641061782837,0.1729423552751541,0.01,0.856161892414093,0.47873416543006897
20,0.9339895248413086,0.17135287821292877,0.01,0.8926635384559631,0.34466785192489624
21,0.9502438306808472,0.13308978080749512,0.01,0.820744514465332,0.5384024977684021
22,0.9372403621673584,0.16105985641479492,0.01,0.8717021942138672,0.4015744924545288
23,0.9533140659332275,0.12490887939929962,0.01,0.8496566414833069,0.4830813407897949
24,0.956023097038269,0.1166311651468277,0.01,0.8720635771751404,0.38575446605682373
25,0.9591836929321289,0.1092066541314125,0.01,0.8684495687484741,0.4462476670742035
26,0.9558424949645996,0.11576711386442184,0.01,0.8615829348564148,0.43511325120925903
27,0.9608994126319885,0.10806742310523987,0.01,0.8539934754371643,0.42033565044403076
28,0.9496117234230042,0.13326102495193481,0.01,0.891940712928772,0.3476417660713196
29,0.9703810811042786,0.08037249743938446,0.01,0.8879653215408325,0.36989209055900574
30,0.9607188105583191,0.10796703398227692,0.01,0.8941091299057007,0.4128277599811554
31,0.9674914479255676,0.0829721987247467,0.01,0.8601373434066772,0.472062349319458
