epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5675455927848816,0.8719421625137329,0.01,0.5056017637252808,1.1395996809005737
1,0.6395159959793091,0.7631863355636597,0.01,0.49186843633651733,3.7397613525390625
