epoch,timestamp,train_loss_epoch,train_accuracy_epoch
0,2026-01-12T12:38:41.732150,1.0805944287776947,0.445625
1,2026-01-12T13:22:10.832050,1.0510158467292785,0.44625
2,2026-01-12T14:06:27.779480,1.0313737463951111,0.4521875
3,2026-01-12T14:50:46.113287,1.0228755247592927,0.4503125
4,2026-01-12T15:35:09.170962,1.0163455098867415,0.44625
